prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P01341,LV,Paid Social,Beauty,mobile,0.1159,2025-01-16,1
P01342,LV,Organic Search,Home,mobile,0.1792,2025-04-12,0
P01343,LV,Paid Search,Electronics,mobile,0.1017,2025-10-01,1
P01344,LT,Affiliate,Pet Care,mobile,0.7988,2025-05-18,0
P01345,LV,Paid Social,Sports,mobile,0.1724,2025-07-19,0
P01346,LT,Paid Search,Beauty,desktop,0.1448,2025-09-25,1
P01347,EE,CRM,Beauty,mobile,0.3109,2025-05-16,0
P01348,LT,Organic Search,Sports,mobile,0.7822,2025-06-25,1
P01349,LV,Affiliate,Home,mobile,0.5238,2025-09-25,1
P01350,LV,CRM,Home,mobile,0.7638,2025-09-05,1
P01351,LV,Paid Search,Beauty,desktop,0.438,2025-07-25,0
P01352,LT,Organic Search,Pet Care,mobile,0.1829,2025-09-07,0
P01353,LT,Paid Search,Home,mobile,0.3381,2025-10-06,0
P01354,LT,Paid Social,Electronics,mobile,0.8016,2025-01-02,0
P01355,LV,CRM,Beauty,mobile,0.3552,2025-04-12,0
P01356,LV,Paid Social,Home,mobile,0.3074,2025-06-17,0
P01357,LT,Paid Social,Pet Care,mobile,0.2967,2025-02-15,0
P01358,LT,Organic Search,Pet Care,desktop,0.3975,2025-06-23,0
P01359,LT,Affiliate,Pet Care,mobile,0.4407,2025-06-05,0
P01360,LT,Organic Search,Home,mobile,0.3954,2025-08-18,1
P01361,LV,Paid Search,Home,desktop,0.5019,2025-08-04,0
P01362,EE,CRM,Beauty,mobile,0.2463,2025-08-13,0
P01363,LV,Paid Social,Beauty,mobile,0.3176,2025-10-26,0
P01364,EE,Paid Social,Home,desktop,0.5232,2025-08-19,0
P01365,LV,Organic Search,Home,desktop,0.4822,2025-09-17,0
P01366,LV,Paid Social,Sports,desktop,0.1996,2025-07-14,1
P01367,LT,Organic Search,Pet Care,desktop,0.2096,2025-08-16,1
P01368,LV,Paid Search,Home,desktop,0.4651,2025-01-15,0
P01369,LV,Paid Social,Electronics,desktop,0.4094,2025-06-24,0
P01370,LV,Paid Social,Pet Care,desktop,0.2257,2025-05-10,1
P01371,LT,Affiliate,Electronics,desktop,0.0907,2025-05-08,0
P01372,LV,Paid Social,Home,mobile,0.4105,2025-10-23,0
P01373,LV,CRM,Sports,mobile,0.5441,2025-10-18,1
P01374,LV,Affiliate,Home,mobile,0.4875,2025-07-07,1
P01375,LV,Organic Search,Sports,desktop,0.5807,2025-05-30,0
P01376,LT,Paid Search,Electronics,mobile,0.2935,2025-02-15,0
P01377,LV,Paid Search,Electronics,mobile,0.3727,2025-02-24,0
P01378,LT,CRM,Electronics,desktop,0.4987,2025-04-27,1
P01379,EE,Paid Social,Sports,desktop,0.5726,2025-08-24,0
P01380,LT,Organic Search,Electronics,desktop,0.3023,2025-10-22,0
P01381,EE,Paid Search,Electronics,desktop,0.6662,2025-06-06,1
P01382,LT,Paid Search,Beauty,mobile,0.452,2025-08-03,0
P01383,LV,Organic Search,Pet Care,mobile,0.6734,2025-03-12,0
P01384,LV,CRM,Pet Care,mobile,0.4878,2025-02-21,0
P01385,LV,Affiliate,Home,mobile,0.3634,2025-10-20,0
P01386,LV,Paid Social,Electronics,desktop,0.3605,2025-10-03,1
P01387,LT,Organic Search,Beauty,mobile,0.2022,2025-08-10,0
P01388,LV,Paid Search,Pet Care,mobile,0.5562,2025-05-26,1
P01389,LV,Paid Social,Sports,mobile,0.6635,2025-06-21,0
P01390,LV,Paid Search,Home,mobile,0.4184,2025-06-08,0
P01391,LV,Paid Search,Home,mobile,0.2608,2025-06-15,0
P01392,LV,Affiliate,Home,mobile,0.7007,2025-09-13,0
P01393,LV,Paid Search,Beauty,desktop,0.214,2025-07-10,0
P01394,EE,CRM,Sports,mobile,0.6395,2025-06-26,0
P01395,EE,Paid Search,Sports,desktop,0.8078,2025-06-10,1
P01396,LT,Organic Search,Beauty,mobile,0.4766,2025-07-03,0
P01397,LV,Affiliate,Beauty,mobile,0.2227,2025-01-20,0
P01398,LT,Paid Social,Electronics,desktop,0.351,2025-04-17,0
P01399,LT,CRM,Electronics,desktop,0.3761,2025-06-30,0
P01400,LT,Paid Social,Electronics,desktop,0.9467,2025-01-18,0
P01401,LT,Affiliate,Home,mobile,0.3557,2025-03-21,0
P01402,LV,CRM,Beauty,mobile,0.5925,2025-09-24,0
P01403,EE,Paid Search,Beauty,mobile,0.4536,2025-10-16,0
P01404,LV,Paid Social,Home,desktop,0.2711,2025-06-29,0
P01405,LV,Organic Search,Electronics,mobile,0.4489,2025-09-28,1
P01406,EE,Affiliate,Home,mobile,0.6903,2025-06-14,0
P01407,LT,Paid Search,Sports,mobile,0.4765,2025-07-25,1
P01408,EE,Organic Search,Beauty,mobile,0.3623,2025-06-10,1
P01409,LV,Paid Search,Home,desktop,0.1542,2025-10-16,0
P01410,EE,Paid Social,Home,mobile,0.1759,2025-08-09,0
P01411,LT,Organic Search,Home,mobile,0.2562,2025-04-10,0
P01412,LV,Paid Social,Electronics,mobile,0.4281,2025-03-23,0
P01413,LV,Paid Social,Electronics,desktop,0.1876,2025-02-07,0
P01414,LT,Organic Search,Home,mobile,0.0933,2025-10-21,0
P01415,LT,Paid Search,Home,desktop,0.2227,2025-07-13,0
P01416,LV,Paid Search,Electronics,mobile,0.7614,2025-05-15,1
P01417,EE,Affiliate,Home,desktop,0.5211,2025-10-25,0
P01418,LT,Paid Search,Sports,mobile,0.2517,2025-07-27,1
P01419,LV,Paid Social,Electronics,mobile,0.3745,2025-08-14,0
P01420,EE,Organic Search,Beauty,mobile,0.7131,2025-09-22,0
P01421,LT,Paid Social,Pet Care,mobile,0.7958,2025-04-24,1
P01422,LV,Organic Search,Beauty,desktop,0.4273,2025-10-17,1
P01423,LT,Paid Social,Electronics,mobile,0.3186,2025-08-21,0
P01424,LV,CRM,Beauty,mobile,0.3388,2025-06-28,1
P01425,LV,Paid Search,Home,desktop,0.4055,2025-03-06,0
P01426,LT,Paid Social,Home,mobile,0.0901,2025-10-01,0
P01427,LT,Paid Social,Sports,desktop,0.5704,2025-02-20,0
P01428,LV,Affiliate,Electronics,desktop,0.4488,2025-02-11,0
P01429,LV,CRM,Beauty,mobile,0.571,2025-10-15,1
P01430,LT,Paid Social,Pet Care,desktop,0.1488,2025-07-05,0
P01431,LT,Affiliate,Sports,mobile,0.6191,2025-03-04,1
P01432,LT,CRM,Beauty,desktop,0.1349,2025-06-25,0
P01433,LV,Affiliate,Home,desktop,0.6248,2025-10-26,0
P01434,LV,Organic Search,Home,desktop,0.3651,2025-05-08,0
P01435,EE,Paid Search,Sports,mobile,0.3338,2025-04-24,0
P01436,LV,Organic Search,Sports,desktop,0.5361,2025-01-29,0
P01437,LV,Paid Social,Electronics,desktop,0.5643,2025-03-19,1
P01438,LT,Paid Social,Beauty,mobile,0.6379,2025-10-24,1
P01439,EE,Organic Search,Beauty,desktop,0.1138,2025-04-25,1
P01440,EE,Paid Search,Sports,desktop,0.6143,2025-03-24,1
P01441,LV,Paid Social,Pet Care,mobile,0.3291,2025-03-10,1
P01442,EE,Paid Search,Electronics,mobile,0.3808,2025-02-20,1
P01443,LT,Affiliate,Home,desktop,0.4444,2025-04-10,0
P01444,LV,Paid Social,Beauty,mobile,0.1974,2025-08-22,0
P01445,LV,Affiliate,Electronics,desktop,0.6877,2025-06-24,0
P01446,LT,Paid Social,Electronics,mobile,0.1605,2025-08-17,0
P01447,LV,Affiliate,Sports,mobile,0.7311,2025-10-01,0
P01448,EE,Paid Search,Beauty,desktop,0.3963,2025-04-23,0
P01449,LV,Paid Social,Beauty,mobile,0.3726,2025-02-15,0
P01450,LV,CRM,Home,mobile,0.2752,2025-02-23,0
P01451,EE,Paid Search,Sports,desktop,0.3702,2025-06-28,1
P01452,EE,CRM,Sports,mobile,0.4181,2025-10-20,0
P01453,EE,Affiliate,Pet Care,desktop,0.4815,2025-04-23,1
P01454,EE,Paid Social,Electronics,mobile,0.7853,2025-01-23,0
P01455,LV,Paid Search,Sports,mobile,0.269,2025-07-01,1
P01456,LV,Organic Search,Sports,mobile,0.1858,2025-02-06,0
P01457,EE,CRM,Beauty,desktop,0.4219,2025-07-18,1
P01458,LT,Paid Search,Sports,desktop,0.3802,2025-03-12,0
P01459,LV,Paid Search,Beauty,desktop,0.3504,2025-03-21,0
P01460,EE,Organic Search,Sports,desktop,0.6387,2025-06-10,1
P01461,LV,Paid Social,Sports,desktop,0.6568,2025-05-08,1
P01462,LV,Paid Search,Sports,mobile,0.6888,2025-05-06,0
P01463,LT,Paid Search,Sports,mobile,0.3258,2025-03-18,0
P01464,LV,Paid Social,Electronics,mobile,0.6032,2025-01-20,0
P01465,LV,Paid Search,Electronics,mobile,0.3947,2025-02-07,0
P01466,LT,Paid Social,Beauty,desktop,0.4331,2025-03-17,1
P01467,LT,Affiliate,Pet Care,mobile,0.8315,2025-08-14,0
P01468,LV,Paid Search,Beauty,mobile,0.7022,2025-10-02,1
P01469,LT,CRM,Home,mobile,0.4998,2025-08-13,0
P01470,LV,CRM,Beauty,mobile,0.6062,2025-07-13,0
P01471,LV,Paid Search,Electronics,desktop,0.2178,2025-05-15,0
P01472,LV,Organic Search,Sports,mobile,0.02,2025-10-12,0
P01473,LV,Paid Search,Beauty,mobile,0.257,2025-02-22,0
P01474,LT,Paid Social,Electronics,mobile,0.1166,2025-01-28,0
P01475,LT,Paid Search,Electronics,mobile,0.2421,2025-07-10,1
P01476,EE,Paid Social,Beauty,mobile,0.6181,2025-08-20,0
P01477,LV,Paid Social,Home,desktop,0.2622,2025-02-27,0
P01478,EE,Affiliate,Home,desktop,0.5648,2025-04-28,1
P01479,LV,Organic Search,Electronics,desktop,0.4289,2025-01-30,1
P01480,EE,CRM,Pet Care,mobile,0.558,2025-05-09,0
P01481,LT,Paid Search,Sports,mobile,0.2899,2025-08-21,1
P01482,LT,Paid Search,Electronics,desktop,0.4987,2025-05-25,1
P01483,LV,Paid Social,Beauty,desktop,0.8505,2025-08-20,0
P01484,EE,Paid Social,Pet Care,desktop,0.4579,2025-01-02,1
P01485,LT,CRM,Pet Care,mobile,0.2761,2025-02-22,0
P01486,EE,Affiliate,Sports,mobile,0.517,2025-09-09,0
P01487,EE,CRM,Electronics,desktop,0.3899,2025-02-09,0
P01488,LV,Organic Search,Home,mobile,0.2067,2025-09-19,0
P01489,LV,Organic Search,Beauty,mobile,0.4589,2025-09-25,0
P01490,LV,Affiliate,Beauty,mobile,0.2184,2025-06-08,0
P01491,LV,Paid Search,Electronics,mobile,0.374,2025-04-23,1
P01492,LV,Organic Search,Home,mobile,0.6632,2025-04-24,0
P01493,LV,CRM,Sports,desktop,0.1775,2025-09-13,0
P01494,LV,Affiliate,Sports,desktop,0.1204,2025-04-23,0
P01495,LT,Paid Search,Sports,mobile,0.673,2025-03-20,0
P01496,EE,Paid Social,Electronics,mobile,0.7132,2025-02-23,0
P01497,EE,Paid Social,Beauty,mobile,0.397,2025-06-25,0
P01498,LV,Organic Search,Beauty,mobile,0.4265,2025-02-06,0
P01499,EE,Paid Search,Beauty,mobile,0.6653,2025-06-10,0
P01500,LT,Organic Search,Home,desktop,0.2474,2025-02-13,0
P01501,LV,CRM,Electronics,mobile,0.2786,2025-04-25,1
P01502,EE,Paid Social,Home,desktop,0.5786,2025-07-08,0
P01503,LV,Paid Social,Pet Care,mobile,0.4755,2025-05-03,0
P01504,EE,Organic Search,Beauty,mobile,0.7968,2025-03-24,0
P01505,EE,CRM,Beauty,desktop,0.1996,2025-09-14,0
P01506,LV,Paid Social,Home,mobile,0.6016,2025-03-18,0
P01507,LV,Paid Search,Beauty,desktop,0.1931,2025-10-08,1
P01508,LT,CRM,Home,mobile,0.1995,2025-09-15,0
P01509,LV,Paid Social,Home,mobile,0.2268,2025-03-07,1
P01510,LV,Paid Search,Beauty,mobile,0.3521,2025-10-22,0
P01511,EE,Paid Search,Home,mobile,0.0508,2025-03-19,1
P01512,LT,Affiliate,Home,mobile,0.2767,2025-05-15,0
P01513,LT,Paid Search,Electronics,mobile,0.3003,2025-07-13,0
P01514,LV,Organic Search,Pet Care,desktop,0.4422,2025-01-29,1
P01515,LV,Paid Social,Electronics,mobile,0.5807,2025-02-25,0
P01516,LV,Paid Search,Home,mobile,0.7591,2025-01-16,0
P01517,LT,Paid Search,Pet Care,mobile,0.5528,2025-03-29,0
P01518,LT,Organic Search,Beauty,mobile,0.4492,2025-06-22,1
P01519,LV,Paid Search,Sports,mobile,0.5661,2025-03-08,0
P01520,LV,Paid Social,Home,desktop,0.3482,2025-09-20,1
P01521,LT,Paid Social,Sports,mobile,0.2916,2025-05-19,0
P01522,LT,CRM,Home,mobile,0.0569,2025-08-20,0
P01523,LV,Paid Social,Beauty,mobile,0.194,2025-07-30,0
P01524,EE,Paid Social,Beauty,desktop,0.3751,2025-05-17,0
P01525,LV,Organic Search,Beauty,mobile,0.6267,2025-01-29,0
P01526,EE,Paid Search,Electronics,desktop,0.3857,2025-04-07,1
P01527,LV,Paid Social,Beauty,mobile,0.4385,2025-05-26,0
P01528,LV,Paid Search,Home,desktop,0.876,2025-09-21,0
P01529,LV,Organic Search,Home,mobile,0.5177,2025-02-08,1
P01530,LV,Paid Search,Beauty,desktop,0.4155,2025-03-08,0
P01531,LV,Affiliate,Pet Care,mobile,0.4224,2025-09-07,0
P01532,LT,Paid Search,Beauty,mobile,0.5786,2025-07-05,0
P01533,LT,Affiliate,Pet Care,mobile,0.4239,2025-06-22,0
P01534,LV,Paid Social,Beauty,mobile,0.3935,2025-03-03,0
P01535,LT,Paid Search,Pet Care,mobile,0.3906,2025-03-26,0
P01536,LT,Paid Search,Pet Care,mobile,0.096,2025-10-20,1
P01537,LV,Paid Social,Electronics,mobile,0.3123,2025-08-11,0
P01538,EE,CRM,Sports,mobile,0.4327,2025-05-18,1
P01539,LV,Affiliate,Home,desktop,0.575,2025-04-21,1
P01540,EE,CRM,Home,mobile,0.3202,2025-07-28,0
P01541,LV,Affiliate,Beauty,desktop,0.3961,2025-08-27,1
P01542,LV,Paid Search,Electronics,desktop,0.2836,2025-09-26,0
P01543,LT,Organic Search,Pet Care,desktop,0.3994,2025-07-17,0
P01544,LV,Paid Social,Home,mobile,0.4531,2025-03-16,0
P01545,LV,CRM,Electronics,desktop,0.0969,2025-10-12,0
P01546,LV,Paid Search,Sports,mobile,0.274,2025-01-12,0
P01547,LV,Paid Search,Sports,mobile,0.2874,2025-01-16,0
P01548,LV,Affiliate,Beauty,mobile,0.4846,2025-08-30,0
P01549,LT,Paid Search,Sports,mobile,0.3606,2025-04-29,1
P01550,LV,Paid Social,Sports,mobile,0.5041,2025-03-27,1
P01551,LT,Organic Search,Beauty,mobile,0.5799,2025-04-12,0
P01552,LT,Organic Search,Beauty,desktop,0.4725,2025-08-01,1
P01553,LV,Affiliate,Electronics,mobile,0.4767,2025-06-19,1
P01554,LV,CRM,Beauty,desktop,0.5967,2025-07-19,0
P01555,LT,Paid Social,Sports,mobile,0.5376,2025-09-16,1
P01556,LT,CRM,Home,mobile,0.3466,2025-06-10,1
P01557,LV,Paid Social,Pet Care,mobile,0.0886,2025-04-09,0
P01558,LT,Paid Social,Pet Care,mobile,0.5814,2025-02-16,0
P01559,LV,Affiliate,Home,mobile,0.5895,2025-08-13,1
P01560,LV,Organic Search,Pet Care,mobile,0.361,2025-08-30,0
P01561,EE,Affiliate,Pet Care,desktop,0.6846,2025-03-09,0
P01562,LV,Paid Social,Electronics,mobile,0.1159,2025-02-26,0
P01563,LT,Organic Search,Home,mobile,0.6123,2025-01-31,1
P01564,LV,CRM,Sports,desktop,0.393,2025-01-22,1
P01565,LT,Paid Search,Beauty,mobile,0.6857,2025-10-07,1
P01566,EE,CRM,Electronics,desktop,0.3185,2025-02-19,0
P01567,EE,Paid Social,Pet Care,desktop,0.3826,2025-03-10,1
P01568,LV,Organic Search,Electronics,desktop,0.2431,2025-03-17,0
P01569,EE,Paid Social,Home,mobile,0.4731,2025-02-02,1
P01570,EE,Affiliate,Home,mobile,0.6263,2025-02-25,0
P01571,EE,Paid Social,Home,mobile,0.2453,2025-04-11,0
P01572,LT,Organic Search,Sports,desktop,0.5385,2025-02-11,1
P01573,LV,CRM,Beauty,mobile,0.3729,2025-03-18,0
P01574,EE,Organic Search,Sports,mobile,0.4033,2025-10-11,1
P01575,EE,Paid Search,Electronics,desktop,0.7056,2025-07-05,1
P01576,EE,Paid Social,Home,mobile,0.3365,2025-03-08,0
P01577,LV,CRM,Pet Care,mobile,0.313,2025-04-18,0
P01578,LV,Paid Social,Home,desktop,0.6611,2025-03-02,0
P01579,EE,Paid Search,Beauty,mobile,0.7343,2025-04-24,0
P01580,LT,Paid Search,Beauty,mobile,0.519,2025-04-19,1
P01581,LV,Paid Search,Pet Care,mobile,0.6105,2025-04-16,0
P01582,LT,Paid Social,Sports,mobile,0.5808,2025-08-31,0
P01583,LT,Paid Search,Home,desktop,0.4017,2025-06-23,1
P01584,LT,Organic Search,Home,mobile,0.2616,2025-10-14,0
P01585,LT,CRM,Electronics,mobile,0.7887,2025-09-09,1
P01586,LV,Affiliate,Sports,desktop,0.0728,2025-05-09,0
P01587,LT,Organic Search,Pet Care,desktop,0.4041,2025-07-15,1
P01588,LV,Organic Search,Sports,mobile,0.6711,2025-08-27,0
P01589,LV,Paid Search,Pet Care,mobile,0.3003,2025-09-26,0
P01590,EE,CRM,Home,desktop,0.4595,2025-04-19,0
P01591,EE,CRM,Home,desktop,0.4827,2025-07-21,0
P01592,EE,Organic Search,Pet Care,desktop,0.4515,2025-02-10,1
P01593,LV,CRM,Home,mobile,0.4999,2025-10-11,1
P01594,LV,CRM,Home,mobile,0.24,2025-05-12,0
P01595,LV,Paid Search,Home,desktop,0.193,2025-07-22,0
P01596,LT,Paid Search,Pet Care,mobile,0.6876,2025-03-11,0
P01597,LT,CRM,Electronics,mobile,0.3722,2025-02-15,0
P01598,LV,Paid Social,Beauty,mobile,0.3663,2025-08-25,0
P01599,LV,CRM,Home,mobile,0.2327,2025-08-31,0
P01600,LV,Paid Social,Sports,mobile,0.3467,2025-09-28,0
P01601,LT,Paid Search,Sports,mobile,0.2932,2025-02-18,0
P01602,EE,Affiliate,Electronics,mobile,0.8183,2025-04-17,0
P01603,LV,Paid Search,Sports,mobile,0.7661,2025-07-27,0
P01604,LT,CRM,Sports,desktop,0.5641,2025-06-04,0
P01605,EE,CRM,Beauty,mobile,0.3911,2025-09-03,0
P01606,EE,Paid Search,Sports,desktop,0.1991,2025-02-12,0
P01607,LT,Affiliate,Pet Care,mobile,0.261,2025-10-28,0
P01608,EE,CRM,Electronics,mobile,0.5877,2025-01-28,1
P01609,EE,Organic Search,Home,mobile,0.347,2025-03-25,0
P01610,LT,Organic Search,Home,desktop,0.4323,2025-09-22,0
P01611,LV,Organic Search,Sports,mobile,0.5887,2025-04-22,1
P01612,LT,CRM,Electronics,mobile,0.3678,2025-06-25,0
P01613,LT,Paid Search,Pet Care,desktop,0.6436,2025-03-05,0
P01614,LV,CRM,Sports,mobile,0.2514,2025-09-20,0
P01615,LT,Paid Search,Pet Care,desktop,0.3362,2025-01-14,0
P01616,EE,Paid Social,Home,mobile,0.2832,2025-09-19,0
P01617,LV,Organic Search,Electronics,mobile,0.1469,2025-05-26,0
P01618,LV,Organic Search,Beauty,desktop,0.6265,2025-01-09,0
P01619,LV,Paid Search,Sports,mobile,0.5492,2025-02-24,1
P01620,LV,Paid Search,Electronics,desktop,0.737,2025-05-25,0
P01621,LV,Paid Social,Pet Care,desktop,0.4118,2025-06-22,0
P01622,LV,Organic Search,Pet Care,desktop,0.2377,2025-04-20,0
P01623,LV,CRM,Beauty,desktop,0.1385,2025-01-16,0
P01624,LV,Organic Search,Beauty,mobile,0.4775,2025-10-26,0
P01625,LV,Organic Search,Pet Care,mobile,0.1059,2025-09-23,0
P01626,LV,Paid Search,Home,desktop,0.4259,2025-01-25,0
P01627,LT,Paid Search,Pet Care,mobile,0.4143,2025-05-01,0
P01628,LV,CRM,Sports,desktop,0.4176,2025-08-10,1
P01629,LV,Paid Social,Sports,desktop,0.4157,2025-06-17,0
P01630,LT,Paid Social,Pet Care,mobile,0.6622,2025-07-16,0
P01631,LT,Paid Search,Home,desktop,0.4381,2025-03-20,0
P01632,LT,Organic Search,Home,desktop,0.3339,2025-09-23,0
P01633,LT,Affiliate,Electronics,mobile,0.2431,2025-07-16,0
P01634,LT,Paid Search,Beauty,desktop,0.4924,2025-09-09,0
P01635,LV,Paid Social,Sports,mobile,0.6581,2025-07-10,1
P01636,LV,Paid Search,Home,mobile,0.6215,2025-01-22,1
P01637,EE,Affiliate,Sports,desktop,0.3207,2025-10-16,1
P01638,LT,CRM,Home,mobile,0.0682,2025-01-11,0
P01639,EE,Paid Search,Pet Care,mobile,0.3061,2025-09-15,1
P01640,EE,Affiliate,Home,mobile,0.5791,2025-01-12,1
P01641,LV,Paid Search,Beauty,desktop,0.0879,2025-02-08,1
P01642,LV,CRM,Pet Care,mobile,0.5062,2025-10-25,0
P01643,LT,Organic Search,Sports,mobile,0.6546,2025-02-26,0
P01644,LT,Paid Search,Beauty,desktop,0.5796,2025-04-08,0
P01645,LT,Paid Search,Sports,desktop,0.5974,2025-01-28,0
P01646,LV,CRM,Electronics,mobile,0.1136,2025-05-19,0
P01647,EE,CRM,Electronics,mobile,0.4483,2025-10-04,1
P01648,EE,Affiliate,Home,mobile,0.1079,2025-04-14,0
P01649,EE,Paid Social,Pet Care,desktop,0.5075,2025-06-14,0
P01650,EE,Organic Search,Sports,mobile,0.0931,2025-02-03,0
P01651,LV,Organic Search,Beauty,mobile,0.3052,2025-10-20,1
P01652,LV,Paid Social,Beauty,mobile,0.4947,2025-07-25,0
P01653,EE,CRM,Electronics,desktop,0.2301,2025-07-01,0
P01654,LT,CRM,Beauty,desktop,0.7657,2025-05-25,0
P01655,LT,Paid Social,Beauty,mobile,0.5503,2025-07-05,0
P01656,LV,Paid Social,Home,mobile,0.3931,2025-06-20,1
P01657,LV,Paid Search,Electronics,mobile,0.3869,2025-02-09,0
P01658,LV,Paid Search,Sports,mobile,0.1371,2025-04-02,1
P01659,LV,Affiliate,Sports,desktop,0.4342,2025-10-18,1
P01660,LT,Paid Social,Electronics,desktop,0.2246,2025-10-28,1
P01661,LV,Paid Social,Sports,mobile,0.42,2025-04-27,0
P01662,LT,Organic Search,Home,desktop,0.8299,2025-04-09,0
P01663,LT,Organic Search,Pet Care,mobile,0.7421,2025-02-28,0
P01664,LV,Paid Social,Beauty,mobile,0.5085,2025-02-09,0
P01665,LV,CRM,Pet Care,mobile,0.5064,2025-03-24,0
P01666,LT,Organic Search,Sports,mobile,0.0988,2025-03-15,0
P01667,EE,Affiliate,Sports,mobile,0.3789,2025-06-24,0
P01668,EE,Paid Search,Beauty,mobile,0.3417,2025-07-03,0
P01669,LV,Paid Social,Electronics,desktop,0.2774,2025-06-22,0
P01670,LV,CRM,Electronics,mobile,0.4623,2025-06-24,0
P01671,LV,Paid Search,Electronics,desktop,0.3167,2025-06-18,0
P01672,LV,Paid Social,Beauty,mobile,0.4346,2025-05-19,0
P01673,LT,Organic Search,Home,mobile,0.7208,2025-03-28,1
P01674,LV,Organic Search,Pet Care,mobile,0.499,2025-02-22,1
P01675,LT,Affiliate,Pet Care,desktop,0.7061,2025-03-06,0
P01676,LT,Affiliate,Electronics,desktop,0.2485,2025-03-13,0
P01677,LV,Affiliate,Electronics,desktop,0.2655,2025-10-02,1
P01678,LV,Paid Social,Electronics,mobile,0.2644,2025-09-30,0
P01679,LT,Organic Search,Home,desktop,0.5149,2025-04-05,0
P01680,LV,Organic Search,Home,mobile,0.3959,2025-08-22,1
P01681,LT,Organic Search,Beauty,mobile,0.6261,2025-07-24,1
P01682,LT,Organic Search,Home,mobile,0.4064,2025-02-19,1
P01683,LV,Paid Search,Home,desktop,0.7253,2025-09-07,0
P01684,EE,Paid Search,Beauty,mobile,0.2167,2025-10-07,1
P01685,EE,CRM,Home,desktop,0.0556,2025-10-25,0
P01686,LV,Paid Search,Electronics,mobile,0.705,2025-02-04,0
P01687,LV,CRM,Electronics,mobile,0.8278,2025-02-02,0
P01688,LT,Paid Search,Sports,mobile,0.7989,2025-06-07,1
P01689,LT,CRM,Sports,mobile,0.298,2025-04-25,0
P01690,LV,CRM,Sports,mobile,0.4373,2025-09-19,1
P01691,LT,Organic Search,Home,desktop,0.4638,2025-01-19,0
P01692,EE,Affiliate,Electronics,desktop,0.1664,2025-03-11,0
P01693,LT,Affiliate,Pet Care,mobile,0.3742,2025-03-30,0
P01694,EE,Affiliate,Beauty,mobile,0.3754,2025-07-29,0
P01695,LV,Paid Search,Beauty,desktop,0.5223,2025-08-29,0
P01696,LV,CRM,Beauty,mobile,0.3157,2025-03-10,0
P01697,LT,CRM,Beauty,desktop,0.4403,2025-01-30,0
P01698,LV,Paid Social,Beauty,mobile,0.6696,2025-05-26,0
P01699,LV,Paid Search,Sports,desktop,0.3074,2025-07-02,1
P01700,LV,Paid Search,Beauty,mobile,0.6104,2025-03-21,1
P01701,LT,Paid Social,Pet Care,mobile,0.4341,2025-05-06,1
P01702,LT,Paid Search,Home,desktop,0.3698,2025-07-09,0
P01703,EE,Paid Social,Electronics,mobile,0.4068,2025-09-12,1
P01704,LV,Paid Search,Home,desktop,0.3349,2025-07-17,0
P01705,EE,Paid Social,Beauty,desktop,0.5127,2025-10-15,0
P01706,LV,Affiliate,Sports,desktop,0.1216,2025-08-11,1
P01707,LV,CRM,Sports,desktop,0.582,2025-10-27,1
P01708,EE,CRM,Pet Care,mobile,0.2598,2025-03-30,0
P01709,LV,CRM,Beauty,desktop,0.303,2025-03-09,0
P01710,EE,Paid Social,Electronics,mobile,0.3298,2025-05-22,1
P01711,LV,Affiliate,Home,mobile,0.5934,2025-09-04,1
P01712,LV,Paid Search,Beauty,desktop,0.2944,2025-05-09,0
P01713,EE,Paid Search,Beauty,mobile,0.2267,2025-07-04,0
P01714,EE,Paid Search,Beauty,desktop,0.3285,2025-04-30,0
P01715,LT,Paid Social,Electronics,mobile,0.4736,2025-03-23,1
P01716,LT,Paid Search,Home,desktop,0.4167,2025-06-17,1
P01717,LV,Paid Search,Beauty,mobile,0.4181,2025-08-13,1
P01718,LV,Affiliate,Home,desktop,0.2701,2025-10-14,0
P01719,LV,Paid Search,Sports,desktop,0.6278,2025-01-28,1
P01720,EE,Affiliate,Pet Care,desktop,0.7027,2025-03-13,0
P01721,LV,Paid Search,Home,mobile,0.7776,2025-09-12,0
P01722,LT,CRM,Electronics,mobile,0.7315,2025-04-30,0
P01723,EE,CRM,Home,mobile,0.3425,2025-09-09,0
P01724,LV,Paid Social,Home,desktop,0.2862,2025-10-02,0
P01725,LV,Paid Social,Electronics,mobile,0.2392,2025-01-23,0
P01726,LT,Paid Search,Pet Care,desktop,0.3295,2025-09-07,0
P01727,EE,Paid Social,Beauty,desktop,0.6193,2025-08-23,1
P01728,LT,Organic Search,Beauty,desktop,0.4619,2025-03-30,0
P01729,EE,Affiliate,Sports,mobile,0.4657,2025-03-23,0
P01730,LV,CRM,Home,desktop,0.5612,2025-09-05,0
P01731,LT,Affiliate,Home,desktop,0.3435,2025-06-08,0
P01732,EE,CRM,Sports,mobile,0.5392,2025-07-17,0
P01733,LV,Organic Search,Beauty,mobile,0.4323,2025-09-11,1
P01734,EE,CRM,Home,mobile,0.2734,2025-01-11,0
P01735,LT,Paid Social,Beauty,desktop,0.5699,2025-06-13,0
P01736,LV,Organic Search,Beauty,mobile,0.3907,2025-06-12,0
P01737,LT,Paid Social,Pet Care,mobile,0.7844,2025-08-06,0
P01738,LT,Paid Social,Home,desktop,0.1577,2025-08-26,0
