prospect_id,experiment_id,treatment,assignment_date
P02079,free_shipping_threshold,control,2025-09-13
P02080,free_shipping_threshold,control,2025-04-19
P02081,free_shipping_threshold,treatment,2025-04-03
P02082,free_shipping_threshold,control,2025-06-29
P02083,free_shipping_threshold,control,2025-01-14
P02084,free_shipping_threshold,control,2025-04-18
P02085,free_shipping_threshold,control,2025-01-11
P02086,free_shipping_threshold,treatment,2025-01-10
P02087,free_shipping_threshold,control,2025-09-10
P02088,free_shipping_threshold,control,2025-07-16
P02089,free_shipping_threshold,control,2025-01-28
P02090,free_shipping_threshold,control,2025-03-29
P02091,free_shipping_threshold,control,2025-09-21
P02092,free_shipping_threshold,control,2025-08-17
P02093,free_shipping_threshold,control,2025-10-22
P02094,free_shipping_threshold,control,2025-02-09
P02095,free_shipping_threshold,control,2025-01-01
P02096,free_shipping_threshold,control,2025-08-23
P02097,free_shipping_threshold,control,2025-06-02
P02098,free_shipping_threshold,treatment,2025-08-25
P02099,free_shipping_threshold,control,2025-10-22
P02100,free_shipping_threshold,control,2025-06-19
P02101,free_shipping_threshold,control,2025-10-22
P02102,free_shipping_threshold,treatment,2025-09-19
P02103,free_shipping_threshold,treatment,2025-04-21
P02104,free_shipping_threshold,treatment,2025-08-14
P02105,free_shipping_threshold,treatment,2025-06-17
P02106,free_shipping_threshold,control,2025-03-02
P02107,free_shipping_threshold,control,2025-08-14
P02108,free_shipping_threshold,control,2025-04-25
P02109,free_shipping_threshold,treatment,2025-01-28
P02110,free_shipping_threshold,control,2025-08-27
P02111,free_shipping_threshold,control,2025-05-24
P02112,free_shipping_threshold,treatment,2025-01-18
P02113,free_shipping_threshold,control,2025-06-05
P02114,free_shipping_threshold,treatment,2025-07-05
P02115,free_shipping_threshold,treatment,2025-09-30
P02116,free_shipping_threshold,control,2025-05-12
P02117,free_shipping_threshold,treatment,2025-02-22
P02118,free_shipping_threshold,control,2025-04-21
P02119,free_shipping_threshold,treatment,2025-08-10
P02120,free_shipping_threshold,control,2025-06-06
P02121,free_shipping_threshold,control,2025-01-12
P02122,free_shipping_threshold,treatment,2025-10-03
P02123,free_shipping_threshold,control,2025-08-14
P02124,free_shipping_threshold,control,2025-04-01
P02125,free_shipping_threshold,treatment,2025-07-19
P02126,free_shipping_threshold,treatment,2025-03-04
P02127,free_shipping_threshold,control,2025-01-19
P02128,free_shipping_threshold,control,2025-09-06
P02129,free_shipping_threshold,control,2025-01-18
P02130,free_shipping_threshold,control,2025-09-21
P02131,free_shipping_threshold,control,2025-08-09
P02132,free_shipping_threshold,control,2025-02-08
P02133,free_shipping_threshold,treatment,2025-04-01
P02134,free_shipping_threshold,treatment,2025-03-04
P02135,free_shipping_threshold,treatment,2025-07-15
P02136,free_shipping_threshold,control,2025-10-14
P02137,free_shipping_threshold,treatment,2025-03-22
P02138,free_shipping_threshold,treatment,2025-06-29
P02139,free_shipping_threshold,control,2025-01-10
P02140,free_shipping_threshold,treatment,2025-01-31
P02141,free_shipping_threshold,control,2025-10-03
P02142,free_shipping_threshold,treatment,2025-06-06
P02143,free_shipping_threshold,control,2025-10-17
P02144,free_shipping_threshold,treatment,2025-01-04
P02145,free_shipping_threshold,treatment,2025-10-06
P02146,free_shipping_threshold,treatment,2025-09-03
P02147,free_shipping_threshold,treatment,2025-06-06
P02148,free_shipping_threshold,control,2025-03-04
P02149,free_shipping_threshold,control,2025-01-08
P02150,free_shipping_threshold,control,2025-03-04
P02151,free_shipping_threshold,control,2025-01-13
P02152,free_shipping_threshold,control,2025-06-12
P02153,free_shipping_threshold,control,2025-05-16
P02154,free_shipping_threshold,control,2025-02-25
P02155,free_shipping_threshold,treatment,2025-05-04
P02156,free_shipping_threshold,control,2025-04-28
P02157,free_shipping_threshold,treatment,2025-02-23
P02158,free_shipping_threshold,treatment,2025-05-25
P02159,free_shipping_threshold,treatment,2025-10-07
P02160,free_shipping_threshold,control,2025-09-24
P02161,free_shipping_threshold,treatment,2025-02-11
P02162,free_shipping_threshold,treatment,2025-09-19
P02163,free_shipping_threshold,control,2025-04-24
P02164,free_shipping_threshold,treatment,2025-09-22
P02165,free_shipping_threshold,treatment,2025-10-12
P02166,free_shipping_threshold,treatment,2025-10-26
P02167,free_shipping_threshold,control,2025-05-05
P02168,free_shipping_threshold,control,2025-05-22
P02169,free_shipping_threshold,control,2025-10-17
P02170,free_shipping_threshold,control,2025-03-03
P02171,free_shipping_threshold,treatment,2025-07-30
P02172,free_shipping_threshold,control,2025-10-09
P02173,free_shipping_threshold,control,2025-01-02
P02174,free_shipping_threshold,control,2025-01-15
P02175,free_shipping_threshold,control,2025-06-08
P02176,free_shipping_threshold,treatment,2025-10-12
P02177,free_shipping_threshold,treatment,2025-07-24
P02178,free_shipping_threshold,control,2025-05-19
P02179,free_shipping_threshold,treatment,2025-03-03
P02180,free_shipping_threshold,control,2025-04-29
P02181,free_shipping_threshold,treatment,2025-05-14
P02182,free_shipping_threshold,treatment,2025-01-16
P02183,free_shipping_threshold,control,2025-07-21
P02184,free_shipping_threshold,treatment,2025-10-15
P02185,free_shipping_threshold,treatment,2025-07-26
P02186,free_shipping_threshold,treatment,2025-06-22
P02187,free_shipping_threshold,control,2025-01-20
P02188,free_shipping_threshold,treatment,2025-03-16
P02189,free_shipping_threshold,treatment,2025-07-06
P02190,free_shipping_threshold,treatment,2025-03-13
P02191,free_shipping_threshold,treatment,2025-07-30
P02192,free_shipping_threshold,treatment,2025-05-14
P02193,free_shipping_threshold,treatment,2025-08-21
P02194,free_shipping_threshold,control,2025-06-25
P02195,free_shipping_threshold,control,2025-06-19
P02196,free_shipping_threshold,control,2025-08-15
P02197,free_shipping_threshold,control,2025-06-30
P02198,free_shipping_threshold,control,2025-08-17
P02199,free_shipping_threshold,control,2025-07-26
P02200,free_shipping_threshold,treatment,2025-03-22
P02201,free_shipping_threshold,treatment,2025-09-11
P02202,free_shipping_threshold,treatment,2025-09-05
P02203,free_shipping_threshold,control,2025-07-22
P02204,free_shipping_threshold,treatment,2025-01-15
P02205,free_shipping_threshold,treatment,2025-04-09
P02206,free_shipping_threshold,control,2025-07-13
P02207,free_shipping_threshold,treatment,2025-07-20
P02208,free_shipping_threshold,control,2025-10-04
P02209,free_shipping_threshold,control,2025-01-14
P02210,free_shipping_threshold,treatment,2025-08-06
P02211,free_shipping_threshold,control,2025-03-31
P02212,free_shipping_threshold,control,2025-01-07
P02213,free_shipping_threshold,control,2025-05-30
P02214,free_shipping_threshold,treatment,2025-07-11
P02215,free_shipping_threshold,treatment,2025-09-09
P02216,free_shipping_threshold,treatment,2025-04-28
P02217,free_shipping_threshold,treatment,2025-04-15
P02218,free_shipping_threshold,treatment,2025-08-06
P02219,free_shipping_threshold,treatment,2025-03-13
P02220,free_shipping_threshold,treatment,2025-03-08
P02221,free_shipping_threshold,control,2025-03-07
P02222,free_shipping_threshold,control,2025-08-06
P02223,free_shipping_threshold,control,2025-08-25
P02224,free_shipping_threshold,control,2025-01-05
P02225,free_shipping_threshold,treatment,2025-04-10
P02226,free_shipping_threshold,treatment,2025-08-21
P02227,free_shipping_threshold,treatment,2025-02-27
P02228,free_shipping_threshold,control,2025-06-07
P02229,free_shipping_threshold,treatment,2025-10-04
P02230,free_shipping_threshold,control,2025-09-26
P02231,free_shipping_threshold,treatment,2025-10-12
P02232,free_shipping_threshold,treatment,2025-06-02
P02233,free_shipping_threshold,control,2025-05-15
P02234,free_shipping_threshold,treatment,2025-05-12
P02235,free_shipping_threshold,treatment,2025-07-02
P02236,free_shipping_threshold,treatment,2025-03-07
P02237,free_shipping_threshold,control,2025-07-14
P02238,free_shipping_threshold,control,2025-01-28
P02239,free_shipping_threshold,treatment,2025-08-02
P02240,free_shipping_threshold,treatment,2025-03-13
P02241,free_shipping_threshold,treatment,2025-07-25
P02242,free_shipping_threshold,treatment,2025-05-03
P02243,free_shipping_threshold,control,2025-07-06
P02244,free_shipping_threshold,control,2025-08-24
P02245,free_shipping_threshold,control,2025-01-02
P02246,free_shipping_threshold,control,2025-01-15
P02247,free_shipping_threshold,treatment,2025-04-18
P02248,free_shipping_threshold,control,2025-01-29
P02249,free_shipping_threshold,treatment,2025-04-17
P02250,free_shipping_threshold,control,2025-01-23
P02251,free_shipping_threshold,treatment,2025-02-15
P02252,free_shipping_threshold,treatment,2025-03-11
P02253,free_shipping_threshold,treatment,2025-04-26
P02254,free_shipping_threshold,control,2025-09-29
P02255,free_shipping_threshold,treatment,2025-01-02
P02256,free_shipping_threshold,treatment,2025-03-10
P02257,free_shipping_threshold,control,2025-02-21
P02258,free_shipping_threshold,control,2025-01-26
P02259,free_shipping_threshold,control,2025-05-28
P02260,free_shipping_threshold,control,2025-03-24
P02261,free_shipping_threshold,control,2025-01-29
P02262,free_shipping_threshold,control,2025-03-04
P02263,free_shipping_threshold,treatment,2025-05-30
P02264,free_shipping_threshold,treatment,2025-08-10
P02265,free_shipping_threshold,treatment,2025-06-16
P02266,free_shipping_threshold,control,2025-02-19
P02267,free_shipping_threshold,control,2025-06-25
P02268,free_shipping_threshold,treatment,2025-01-12
P02269,free_shipping_threshold,treatment,2025-04-26
P02270,free_shipping_threshold,treatment,2025-06-29
P02271,free_shipping_threshold,control,2025-08-23
P02272,free_shipping_threshold,control,2025-02-22
P02273,free_shipping_threshold,control,2025-06-16
P02274,free_shipping_threshold,treatment,2025-04-17
P02275,free_shipping_threshold,control,2025-05-07
P02276,free_shipping_threshold,control,2025-08-13
P02277,free_shipping_threshold,treatment,2025-01-16
P02278,free_shipping_threshold,control,2025-10-28
P02279,free_shipping_threshold,control,2025-05-31
P02280,free_shipping_threshold,control,2025-05-21
P02281,free_shipping_threshold,treatment,2025-07-18
P02282,free_shipping_threshold,control,2025-05-17
P02283,free_shipping_threshold,control,2025-02-10
P02284,free_shipping_threshold,treatment,2025-09-13
P02285,free_shipping_threshold,control,2025-01-17
P02286,free_shipping_threshold,control,2025-06-12
P02287,free_shipping_threshold,control,2025-02-20
P02288,free_shipping_threshold,treatment,2025-10-28
P02289,free_shipping_threshold,treatment,2025-07-02
P02290,free_shipping_threshold,control,2025-08-12
P02291,free_shipping_threshold,treatment,2025-08-07
P02292,free_shipping_threshold,control,2025-04-25
P02293,free_shipping_threshold,control,2025-05-08
P02294,free_shipping_threshold,treatment,2025-07-25
P02295,free_shipping_threshold,treatment,2025-09-02
P02296,free_shipping_threshold,treatment,2025-06-24
P02297,free_shipping_threshold,treatment,2025-06-20
P02298,free_shipping_threshold,control,2025-03-09
P02299,free_shipping_threshold,control,2025-01-01
P02300,free_shipping_threshold,treatment,2025-05-03
P02301,free_shipping_threshold,control,2025-09-13
P02302,free_shipping_threshold,treatment,2025-03-14
P02303,free_shipping_threshold,treatment,2025-10-12
P02304,free_shipping_threshold,treatment,2025-01-07
P02305,free_shipping_threshold,treatment,2025-08-07
P02306,free_shipping_threshold,control,2025-03-23
P02307,free_shipping_threshold,treatment,2025-05-12
P02308,free_shipping_threshold,treatment,2025-01-09
P02309,free_shipping_threshold,control,2025-07-02
P02310,free_shipping_threshold,control,2025-01-31
P02311,free_shipping_threshold,control,2025-02-17
P02312,free_shipping_threshold,treatment,2025-05-04
P02313,free_shipping_threshold,control,2025-05-14
P02314,free_shipping_threshold,control,2025-08-03
P02315,free_shipping_threshold,treatment,2025-05-13
P02316,free_shipping_threshold,control,2025-07-24
P02317,free_shipping_threshold,treatment,2025-01-06
P02318,free_shipping_threshold,control,2025-06-19
P02319,free_shipping_threshold,control,2025-05-03
P02320,free_shipping_threshold,control,2025-09-21
P02321,free_shipping_threshold,treatment,2025-02-13
P02322,free_shipping_threshold,treatment,2025-03-03
P02323,free_shipping_threshold,control,2025-03-30
P02324,free_shipping_threshold,control,2025-01-22
P02325,free_shipping_threshold,control,2025-07-09
P02326,free_shipping_threshold,treatment,2025-06-20
P02327,free_shipping_threshold,treatment,2025-06-02
P02328,free_shipping_threshold,treatment,2025-08-30
P02329,free_shipping_threshold,treatment,2025-05-17
P02330,free_shipping_threshold,control,2025-04-17
P02331,free_shipping_threshold,control,2025-07-18
P02332,free_shipping_threshold,control,2025-04-19
P02333,free_shipping_threshold,control,2025-08-31
P02334,free_shipping_threshold,treatment,2025-02-12
P02335,free_shipping_threshold,treatment,2025-09-10
P02336,free_shipping_threshold,control,2025-10-15
P02337,free_shipping_threshold,treatment,2025-07-04
P02338,free_shipping_threshold,control,2025-09-21
P02339,free_shipping_threshold,treatment,2025-08-20
P02340,free_shipping_threshold,control,2025-08-23
P02341,free_shipping_threshold,control,2025-02-06
P02342,free_shipping_threshold,control,2025-04-09
P02343,free_shipping_threshold,control,2025-03-16
P02344,free_shipping_threshold,control,2025-03-11
P02345,free_shipping_threshold,control,2025-10-08
P02346,free_shipping_threshold,treatment,2025-04-29
P02347,free_shipping_threshold,control,2025-02-10
P02348,free_shipping_threshold,control,2025-06-09
P02349,free_shipping_threshold,control,2025-03-29
P02350,free_shipping_threshold,control,2025-05-05
P02351,free_shipping_threshold,treatment,2025-07-10
P02352,free_shipping_threshold,control,2025-09-15
P02353,free_shipping_threshold,control,2025-07-24
P02354,free_shipping_threshold,control,2025-02-24
P02355,free_shipping_threshold,control,2025-09-27
P02356,free_shipping_threshold,treatment,2025-09-11
P02357,free_shipping_threshold,control,2025-07-12
P02358,free_shipping_threshold,treatment,2025-04-15
P02359,free_shipping_threshold,control,2025-02-04
P02360,free_shipping_threshold,control,2025-05-01
P02361,free_shipping_threshold,control,2025-03-03
P02362,free_shipping_threshold,control,2025-09-01
P02363,free_shipping_threshold,treatment,2025-03-25
P02364,free_shipping_threshold,control,2025-02-01
P02365,free_shipping_threshold,control,2025-01-29
P02366,free_shipping_threshold,control,2025-03-05
P02367,free_shipping_threshold,treatment,2025-04-02
P02368,free_shipping_threshold,treatment,2025-10-18
P02369,free_shipping_threshold,treatment,2025-03-02
P02370,free_shipping_threshold,treatment,2025-03-17
P02371,free_shipping_threshold,treatment,2025-07-29
P02372,free_shipping_threshold,treatment,2025-10-20
P02373,free_shipping_threshold,treatment,2025-07-07
P02374,free_shipping_threshold,treatment,2025-01-17
P02375,free_shipping_threshold,control,2025-02-06
P02376,free_shipping_threshold,control,2025-03-13
P02377,free_shipping_threshold,treatment,2025-07-27
P02378,free_shipping_threshold,treatment,2025-05-25
P02379,free_shipping_threshold,control,2025-07-15
P02380,free_shipping_threshold,control,2025-01-03
